GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G5108300","Virginia","51","510","Williamsburg city","830","8300",9069,9870,11530,11998,14068,15425,2399,2820,3468,3619,4571
"G5108400","Virginia","51","510","Winchester city","840","8400",14643,20217,21947,23585,26203,28120,5016,7971,9084,10001,10607
"G5101950","Virginia","51","510","Wise County","195","1950",35947,43863,39573,40123,41452,36130,10639,14731,14513,16013,15968
"G5101970","Virginia","51","510","Wythe County","197","1970",22139,25522,25466,27599,29235,28290,6764,9005,9852,11511,12472
"G5101990","Virginia","51","510","York County","199","1990",33203,35463,42422,56297,65464,70045,8900,10895,14474,20000,24006
"G5300010","Washington","53","530","Adams County","001","0010",12014,13267,13603,16428,18728,20613,3553,4488,4586,5229,5720
"G5300030","Washington","53","530","Asotin County","003","0030",13799,16823,17605,20551,21623,22285,4615,6470,7003,8364,9236
"G5300050","Washington","53","530","Benton County","005","0050",67540,109444,112560,142475,175177,206873,20520,38978,42227,52866,65304
"G5300070","Washington","53","530","Chelan County","007","0070",41355,45061,52250,66616,72453,79074,14396,17792,20645,25021,27827
"G5300090","Washington","53","530","Clallam County","009","0090",34770,51648,56464,64525,71404,77155,11681,19996,22837,27164,31329
"G5300110","Washington","53","530","Clark County","011","0110",128454,192227,238053,345238,425363,503311,41064,68750,88440,127208,158099
"G5300130","Washington","53","530","Columbia County","013","0130",4439,4057,4024,4064,4078,3952,1467,1578,1582,1687,1762
"G5300150","Washington","53","530","Cowlitz County","015","0150",68616,79548,82119,92948,102410,110730,22140,29516,31640,35850,40244
"G5300170","Washington","53","530","Douglas County","017","0170",16787,22144,26205,32603,38431,42938,5268,7994,9687,11726,13894
"G5300190","Washington","53","530","Ferry County","019","0190",3655,5811,6295,7260,7551,7178,1113,1954,2247,2823,3190
"G5300210","Washington","53","530","Franklin County","021","0210",25816,35025,37473,49347,78163,96749,7879,11985,12196,14840,23245
"G5300230","Washington","53","530","Garfield County","023","0230",2911,2468,2248,2397,2266,2286,985,942,922,987,989
"G5300250","Washington","53","530","Grant County","025","0250",41881,48522,54758,74698,89120,99123,12584,17158,19745,25204,30041
"G5300270","Washington","53","530","Grays Harbor County","027","0270",59553,66314,64175,67194,72797,75636,19952,25181,25514,26808,28579
"G5300290","Washington","53","530","Island County","029","0290",27011,44048,60195,71558,78506,86857,8400,15859,21787,27784,32746
"G5300310","Washington","53","530","Jefferson County","031","0310",10661,15965,20146,25953,29872,32977,3666,6359,8627,11645,14049
"G5300330","Washington","53","530","King County","033","0330",1156633,1269749,1507319,1737034,1931249,2269675,391759,497263,615792,710916,789232
"G5300350","Washington","53","530","Kitsap County","035","0350",101732,147152,189731,231969,251133,275611,32856,52809,69267,86416,97220
"G5300370","Washington","53","530","Kittitas County","037","0370",25039,24877,26725,33362,40915,44337,7846,9496,10460,13382,16595
"G5300390","Washington","53","530","Klickitat County","039","0390",12138,15822,16616,19161,20318,22735,3970,5754,6210,7473,8327
"G5300410","Washington","53","530","Lewis County","041","0410",45467,56025,59358,68600,75455,82149,15282,20663,22478,26306,29743
"G5300430","Washington","53","530","Lincoln County","043","0430",9572,9604,8864,10184,10570,10876,3356,3687,3605,4151,4422
"G5300450","Washington","53","530","Mason County","045","0450",20918,31184,38341,49405,60699,65726,6768,11771,14565,18912,23832
"G5300470","Washington","53","530","Okanogan County","047","0470",25867,30639,33350,39564,41120,42104,8486,11361,12654,15027,16519
"G5300490","Washington","53","530","Pacific County","049","0490",15796,17237,18882,20984,20920,23365,5598,6940,7896,9096,9499
"G5300510","Washington","53","530","Pend Oreille County","051","0510",6025,8580,8915,11732,13001,13401,2030,3002,3395,4639,5479
"G5300530","Washington","53","530","Pierce County","053","0530",411027,485643,586203,700820,795225,921130,123421,174232,214652,260800,299918
"G5300550","Washington","53","530","San Juan County","055","0550",3856,7838,10035,14077,15769,17788,1514,3340,4392,6466,7613
"G5300570","Washington","53","530","Skagit County","057","0570",52381,64138,79555,102979,116901,129523,17149,24472,30573,38852,45557
"G5300590","Washington","53","530","Skamania County","059","0590",5845,7919,8289,9872,11066,12036,1841,2819,3066,3755,4522
"G5300610","Washington","53","530","Snohomish County","061","0610",265236,337720,465642,606024,713335,827957,81463,120699,171713,224852,268325
"G5300630","Washington","53","530","Spokane County","063","0630",287487,341835,361364,417939,471221,539339,93681,128403,141619,163611,187167
"G5300650","Washington","53","530","Stevens County","065","0650",17405,28979,30948,40066,43531,46445,5580,9846,11241,15017,17316
"G5300670","Washington","53","530","Thurston County","067","0670",76894,124264,161238,207355,252264,294793,25186,46375,62150,81625,100650
"G5300690","Washington","53","530","Wahkiakum County","069","0690",3592,3832,3327,3824,3978,4422,1150,1353,1321,1553,1737
"G5300710","Washington","53","530","Walla Walla County","071","0710",42176,47435,48439,55180,58781,62584,13438,16975,17623,19647,21719
"G5300730","Washington","53","530","Whatcom County","073","0730",81950,106701,127780,166814,201140,226847,26720,39630,48543,64446,80370
"G5300750","Washington","53","530","Whitman County","075","0750",37900,40103,38775,40740,44776,47973,10728,13279,13546,15257,17468
"G5300770","Washington","53","530","Yakima County","077","0770",144971,172508,188823,222581,243231,256728,46482,61341,65985,73993,80592
"G5400010","West Virginia","54","540","Barbour County","001","0010",14030,16639,15699,15557,16589,15465,4340,5670,5835,6123,6548
"G5400030","West Virginia","54","540","Berkeley County","003","0030",36356,46775,59253,75905,104169,122076,11337,16432,22350,29569,39855
"G5400050","West Virginia","54","540","Boone County","005","0050",25118,30447,25870,25535,24629,21809,7576,10185,9656,10291,9928
"G5400070","West Virginia","54","540","Braxton County","007","0070",12666,13894,12998,14702,14523,12447,4009,4903,4950,5771,6000
"G5400090","West Virginia","54","540","Brooke County","009","0090",29685,31117,26992,25447,24069,22559,9055,10619,10131,10396,10020
"G5400110","West Virginia","54","540","Cabell County","011","0110",106918,106835,96827,96784,96319,94350,35663,40218,39146,41180,41223
"G5400130","West Virginia","54","540","Calhoun County","013","0130",7046,8250,7885,7582,7627,6229,2177,2913,2978,3071,3268
"G5400150","West Virginia","54","540","Clay County","015","0150",9330,11265,9983,10330,9386,8051,2642,3664,3627,4020,3728
"G5400170","West Virginia","54","540","Doddridge County","017","0170",6389,7433,6994,7403,8202,7808,2050,2572,2623,2845,3099
"G5400190","West Virginia","54","540","Fayette County","019","0190",49332,57863,47952,47579,46039,40488,15242,19861,18292,18945,18813
"G5400210","West Virginia","54","540","Gilmer County","021","0210",7782,8334,7669,7160,8693,7408,2293,2807,2717,2768,2753
"G5400230","West Virginia","54","540","Grant County","023","0230",8607,10210,10428,11299,11937,10976,2609,3519,3925,4591,4941
"G5400250","West Virginia","54","540","Greenbrier County","025","0250",32090,37665,34693,34453,35480,32977,10262,13535,13775,14571,15443
"G5400270","West Virginia","54","540","Hampshire County","027","0270",11710,14867,16498,20203,23964,23093,3615,5153,6182,7955,9595
"G5400290","West Virginia","54","540","Hancock County","029","0290",39749,40418,35233,32667,30676,29095,12067,14253,13781,13678,13297
"G5400310","West Virginia","54","540","Hardy County","031","0310",8855,10030,10977,12669,14025,14299,2788,3576,4286,5204,5818
"G5400330","West Virginia","54","540","Harrison County","033","0330",73028,77710,69371,68652,69099,65921,24290,28434,27009,27867,28533
"G5400350","West Virginia","54","540","Jackson County","035","0350",20903,25794,25938,28000,29211,27791,6189,8710,9645,11061,11931
"G5400370","West Virginia","54","540","Jefferson County","037","0370",21280,30302,35926,42190,53498,57701,6374,9980,12914,16165,19931
"G5400390","West Virginia","54","540","Kanawha County","039","0390",229515,231414,207619,200073,193063,180745,74511,86446,84713,86226,84201
"G5400410","West Virginia","54","540","Lewis County","041","0410",17847,18813,17223,16919,16372,17033,5342,6676,6615,6946,6863
"G5400430","West Virginia","54","540","Lincoln County","043","0430",18912,23675,21382,22108,21720,20463,5470,7646,7647,8664,8783
"G5400450","West Virginia","54","540","Logan County","045","0450",46269,50679,43032,37710,36743,32567,13486,16397,15425,14880,14907
"G5400490","West Virginia","54","540","Marion County","049","0490",61356,65789,57249,56598,56418,56205,20727,24409,22667,23652,23786
"G5400510","West Virginia","54","540","Marshall County","051","0510",37598,41608,37356,35519,33107,30591,11784,14344,14051,14207,13869
"G5400530","West Virginia","54","540","Mason County","053","0530",24306,27045,25178,25957,27324,25453,7413,9400,9603,10587,11149
"G5400470","West Virginia","54","540","McDowell County","047","0470",50666,49899,35233,27329,22113,19111,14455,16034,12880,11169,9176
"G5400550","West Virginia","54","540","Mercer County","055","0550",63206,73942,64980,62980,62264,59664,20282,26494,25390,26509,26603
"G5400570","West Virginia","54","540","Mineral County","057","0570",23109,27234,26697,27078,28212,26938,7270,9438,9981,10784,11550
"G5400590","West Virginia","54","540","Mingo County","059","0590",32780,37336,33739,28253,26839,23568,9284,11876,11830,11303,11125
"G5400610","West Virginia","54","540","Monongalia County","061","0610",63714,75024,75509,81866,96189,105822,19687,27100,29087,33446,39777
"G5400630","West Virginia","54","540","Monroe County","063","0630",11272,12873,12406,14583,13502,12376,3349,4440,4749,5447,5655
"G5400650","West Virginia","54","540","Morgan County","065","0650",8547,10711,12128,14943,17541,17063,2766,3816,4731,6145,7303
"G5400670","West Virginia","54","540","Nicholas County","067","0670",22552,28126,26775,26562,26233,24604,6728,9470,9970,10722,10938
"G5400690","West Virginia","54","540","Ohio County","069","0690",64197,61389,50871,47427,44443,42425,21188,22938,20646,19733,18914
"G5400710","West Virginia","54","540","Pendleton County","071","0710",7031,7910,8054,8196,7695,6143,2162,2815,3061,3350,3285
"G5400730","West Virginia","54","540","Pleasants County","073","0730",7274,8236,7546,7514,7605,7653,2117,2707,2769,2887,2861
"G5400750","West Virginia","54","540","Pocahontas County","075","0750",8870,9919,9008,9131,8719,7869,2826,3562,3628,3835,3758
"G5400770","West Virginia","54","540","Preston County","077","0770",25455,30460,29037,29334,33520,34216,7667,10252,10619,11544,12895
"G5400790","West Virginia","54","540","Putnam County","079","0790",27625,38181,42835,51589,55486,57440,8363,12972,15695,20028,21981
"G5400810","West Virginia","54","540","Raleigh County","081","0810",70080,86821,76819,79220,78859,74591,21919,30154,29483,31793,31831
"G5400830","West Virginia","54","540","Randolph County","083","0830",24596,28734,27803,28262,29405,27932,7507,9692,10366,11072,11695
"G5400850","West Virginia","54","540","Ritchie County","085","0850",10145,11442,10233,10343,10449,8444,3357,4128,3928,4184,4367
"G5400870","West Virginia","54","540","Roane County","087","0870",14111,15952,15120,15446,14926,14028,4322,5510,5740,6161,6195
"G5400890","West Virginia","54","540","Summers County","089","0890",13213,15875,14204,12999,13927,11959,4306,5334,5240,5530,5572
"G5400910","West Virginia","54","540","Taylor County","091","0910",13878,16584,15144,16089,16895,16705,4594,5842,5741,6320,6778
"G5400930","West Virginia","54","540","Tucker County","093","0930",7447,8675,7728,7321,7141,6762,2422,3101,3017,3052,3057
"G5400950","West Virginia","54","540","Tyler County","095","0950",9929,11320,9796,9592,9208,8313,3140,3924,3709,3836,3858
"G5400970","West Virginia","54","540","Upshur County","097","0970",19092,23427,22867,23404,24254,23816,5812,7996,8245,8972,9619
"G5400990","West Virginia","54","540","Wayne County","099","0990",37581,46021,41636,42903,42481,38982,11467,15648,15626,17239,17347
"G5401010","West Virginia","54","540","Webster County","101","1010",9809,12245,10729,9719,9154,8378,3001,4190,3996,4010,3792
"G5401030","West Virginia","54","540","Wetzel County","103","1030",20314,21874,19258,17693,16583,14442,6431,7607,7303,7164,6968
"G5401050","West Virginia","54","540","Wirt County","105","1050",4154,4922,5192,5873,5717,5194,1323,1661,1942,2284,2391
"G5401070","West Virginia","54","540","Wood County","107","1070",86818,93648,86915,87986,86956,84296,27753,33822,34168,36275,36571
"G5401090","West Virginia","54","540","Wyoming County","109","1090",30095,35993,28990,25708,23796,21382,8405,11466,10474,10454,9687
"G5500010","Wisconsin","55","550","Adams County","001","0010",9234,13457,15682,18643,20875,20654,3028,4839,5972,7900,8666
"G5500030","Wisconsin","55","550","Ashland County","003","0030",16743,16783,16307,16866,16157,16027,5301,6103,6255,6718,6736
"G5500050","Wisconsin","55","550","Barron County","005","0050",33955,38730,40750,44963,45870,46711,10606,13770,15435,17851,19173
"G5500070","Wisconsin","55","550","Bayfield County","007","0070",11683,13822,14008,15013,15014,16220,3785,5110,5515,6207,6686
"G5500090","Wisconsin","55","550","Brown County","009","0090",158244,175280,194594,226778,248007,268740,43560,59908,72280,87295,98383
"G5500110","Wisconsin","55","550","Buffalo County","011","0110",13743,14309,13584,13804,13587,13317,4146,4982,5123,5511,5708
"G5500130","Wisconsin","55","550","Burnett County","013","0130",9276,12340,13084,15674,15457,16526,3218,4558,5242,6613,6807
"G5500150","Wisconsin","55","550","Calumet County","015","0150",27604,30867,34291,40631,48971,52442,7342,9694,11772,14910,18575
"G5500170","Wisconsin","55","550","Chippewa County","017","0170",47717,52127,52360,55195,62415,66297,13384,17180,19077,21356,24410
"G5500190","Wisconsin","55","550","Clark County","019","0190",30361,32910,31647,33557,34690,34659,8851,11027,11209,12047,12679
"G5500210","Wisconsin","55","550","Columbia County","021","0210",40150,43222,45088,52468,56833,58490,12464,15534,16868,20439,22735
"G5500230","Wisconsin","55","550","Crawford County","023","0230",15252,16556,15940,17243,16644,16113,4610,5720,5914,6677,6812
"G5500250","Wisconsin","55","550","Dane County","025","0250",290272,323545,367085,426526,488073,561504,88574,120601,142786,173484,203750
"G5500270","Wisconsin","55","550","Dodge County","027","0270",69004,75064,76559,85897,88759,89396,20194,24851,26853,31417,33840
"G5500290","Wisconsin","55","550","Door County","029","0290",20106,25029,25690,27961,27785,30066,6526,9207,10066,11828,12548
"G5500310","Wisconsin","55","550","Douglas County","031","0310",44657,44421,41758,43287,44159,44295,14168,16467,16374,17808,18555
"G5500330","Wisconsin","55","550","Dunn County","033","0330",29154,34314,35909,39858,43857,45440,8311,11047,12250,14337,16373
"G5500350","Wisconsin","55","550","Eau Claire County","035","0350",67219,78805,85183,93142,98736,105710,20101,27330,31282,35822,39493
"G5500370","Wisconsin","55","550","Florence County","037","0370",3298,4172,4590,5088,4423,4558,1021,1494,1755,2133,1987
"G5500390","Wisconsin","55","550","Fond du Lac County","039","0390",84567,88964,90083,97296,101633,104154,24408,29870,32644,36931,40697
"G5500410","Wisconsin","55","550","Forest County","041","0410",7691,9044,8776,10024,9304,9179,2269,3025,3290,4043,3836
"G5500430","Wisconsin","55","550","Grant County","043","0430",48398,51736,49264,49597,51208,51938,13355,16686,17169,18465,19396
"G5500450","Wisconsin","55","550","Green County","045","0450",26714,30012,30339,33647,36842,37093,8387,10759,11541,13212,14866
