GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G4200430,US42043,Pennsylvania,Dauphin County,223834,232317,237813,251798,268100,286401,75075,88088,95264,102670,110435,116761
G4200450,US42045,Pennsylvania,Delaware County,600035,555007,547651,550864,558979,576830,180669,192332,201374,206320,208700,215498
G4200470,US42047,Pennsylvania,Elk County,37770,38338,34878,35112,31946,30990,11115,12902,13131,14124,13693,13590
G4200490,US42049,Pennsylvania,Erie County,263654,279780,275572,280843,280566,270876,79249,96820,101564,106507,110413,109371
G4200510,US42051,Pennsylvania,Fayette County,154667,159417,145351,148644,136606,128804,49108,56566,56110,59969,55997,54089
G4200530,US42053,Pennsylvania,Forest County,4926,5072,4802,4946,7716,6973,1613,1911,1908,2000,2511,2034
G4200550,US42055,Pennsylvania,Franklin County,100833,113629,121082,129313,149618,155932,31277,39952,45675,50633,58389,62067
G4200570,US42057,Pennsylvania,Fulton County,10776,12842,13837,14261,14845,14556,3332,4469,5139,5660,6014,6087
G4200590,US42059,Pennsylvania,Greene County,36090,40476,39550,40672,38686,35954,11585,14157,14624,15060,14724,14058
G4200610,US42061,Pennsylvania,Huntingdon County,39108,42253,44164,45586,45913,44092,12106,14459,15527,16759,17280,16804
G4200630,US42063,Pennsylvania,Indiana County,79451,92281,89994,89605,88880,83246,22908,29998,31710,34123,35005,33286
G4200650,US42065,Pennsylvania,Jefferson County,43695,48303,46083,45932,45200,44492,14336,17260,17608,18375,18561,18726
G4200670,US42067,Pennsylvania,Juniata County,16712,19188,20625,22821,24636,23509,5152,6693,7598,8584,9476,9249
G4200690,US42069,Pennsylvania,Lackawanna County,234107,227908,219039,213295,214437,215896,75670,82056,84528,86218,87226,88745
G4200710,US42071,Pennsylvania,Lancaster County,319693,362346,422822,470658,519445,552984,97759,123864,150956,172560,193602,206467
G4200730,US42073,Pennsylvania,Lawrence County,107374,107150,96246,94643,91108,86070,33045,37501,36350,37091,37126,35939
G4200750,US42075,Pennsylvania,Lebanon County,99665,108582,113744,120327,133568,143257,31074,37933,42688,46551,52258,55808
G4200770,US42077,Pennsylvania,Lehigh County,255304,272349,291130,312090,349497,374557,83059,101296,112887,121906,133983,142970
G4200790,US42079,Pennsylvania,Luzerne County,342301,343079,328149,319250,320918,325594,111694,125502,128483,130687,131932,134551
G4200810,US42081,Pennsylvania,Lycoming County,113296,118416,118710,120044,116111,114188,35827,42097,44949,47003,46700,46603
G4200830,US42083,Pennsylvania,McKean County,51915,50635,47131,45936,43450,40432,16852,18294,17837,18024,17183,16470
G4200850,US42085,Pennsylvania,Mercer County,127175,128299,121003,120293,116638,110652,38411,44657,45591,46712,46442,45478
G4200870,US42087,Pennsylvania,Mifflin County,45268,46908,46197,46486,46682,46143,14559,16813,17697,18413,18743,18823
G4200890,US42089,Pennsylvania,Monroe County,45422,69409,95709,138687,169842,168327,14674,25170,34206,49454,61091,62284
G4200910,US42091,Pennsylvania,Montgomery County,623799,643621,678111,750097,799874,856553,188475,223290,254995,286098,307750,328958
G4200930,US42093,Pennsylvania,Montour County,16508,16675,17735,18236,18267,18136,4434,5551,6543,7085,7393,7513
G4200950,US42095,Pennsylvania,Northampton County,214368,225418,247105,267066,297735,312951,68575,80032,90955,101541,113565,121015
G4200970,US42097,Pennsylvania,Northumberland County,99190,100381,96771,94556,94528,91647,33738,37846,38736,38835,39242,37932
G4200990,US42099,Pennsylvania,Perry County,28615,35718,41172,43602,45969,45842,8861,12345,14949,16695,17903,18083
G4201010,US42101,Pennsylvania,Philadelphia County,1948609,1688210,1585577,1517550,1526006,1603797,642145,619781,603075,590071,599736,658075
G4201030,US42103,Pennsylvania,Pike County,11818,18271,27966,46302,57369,58535,4130,7123,10536,17433,21925,23635
G4201050,US42105,Pennsylvania,Potter County,16395,17726,16717,18080,17457,16396,5141,6143,6246,7005,7227,7052
G4201070,US42107,Pennsylvania,Schuylkill County,160089,160630,152585,150336,148289,143049,53760,59948,60773,60530,60192,57950
G4201090,US42109,Pennsylvania,Snyder County,29269,33584,36680,37546,39702,39736,8208,10681,12764,13654,14750,14753
G4201110,US42111,Pennsylvania,Somerset County,76037,81243,78218,80023,77742,74129,24149,28549,29574,31222,31090,30208
G4201130,US42113,Pennsylvania,Sullivan County,5961,6349,6104,6556,6428,5840,1838,2170,2280,2660,2777,2552
G4201150,US42115,Pennsylvania,Susquehanna County,34344,37876,40380,42238,43356,38434,10457,13017,14898,16529,17798,16297
G4201170,US42117,Pennsylvania,Tioga County,39691,40973,41126,41373,41981,41045,11598,13770,14974,15925,16727,16964
G4201190,US42119,Pennsylvania,Union County,28603,32870,36176,41624,44947,42681,7647,10004,11689,13178,14765,14523
G4201210,US42121,Pennsylvania,Venango County,62353,64444,59381,57565,54984,50454,18792,22700,22408,22747,22621,21506
G4201230,US42123,Pennsylvania,Warren County,47682,47449,45050,43863,41815,38587,14317,16719,17244,17696,17767,16618
G4201250,US42125,Pennsylvania,Washington County,210876,217074,204584,202897,207820,209349,66149,77033,78533,81130,85089,87688
G4201270,US42127,Pennsylvania,Wayne County,29581,35237,39944,47722,52822,51155,9111,12389,14638,18350,20625,20794
G4201290,US42129,Pennsylvania,Westmoreland County,376935,392294,370321,369993,365169,354663,116419,139233,144080,149813,153650,152833
G4201310,US42131,Pennsylvania,Wyoming County,19082,26433,28076,28080,28276,26069,5928,8865,10002,10762,11237,10698
G4201330,US42133,Pennsylvania,York County,272603,312963,339574,381751,434972,456438,88093,112313,128666,148219,168372,177553
G4400010,US44001,Rhode Island,Bristol County,45937,46942,48859,50648,49875,50793,13234,15428,17559,19033,19150,19926
G4400030,US44003,Rhode Island,Kent County,142382,154163,161135,167090,166158,170363,42702,54137,62058,67320,68645,72063
G4400050,US44005,Rhode Island,Newport County,94559,81383,87194,85433,82888,85643,24284,28246,32687,35228,34911,36480
G4400070,US44007,Rhode Island,Providence County,580261,571349,596270,621602,626667,660741,189754,209698,226362,239936,241717,260366
G4400090,US44009,Rhode Island,Washington County,83586,93317,110006,123546,126979,129839,21991,31081,39311,46907,49177,52439
G4500010,US45001,South Carolina,Abbeville County,21112,22627,23862,26167,25417,24295,6378,7699,8780,10131,9990,9818
G4500030,US45003,South Carolina,Aiken County,91023,105625,120940,142552,160099,168808,26973,36456,44883,55587,64253,69450
G4500050,US45005,South Carolina,Allendale County,9692,10700,11722,11211,10419,8039,2740,3448,3791,3915,3706,3281
G4500070,US45007,South Carolina,Anderson County,105474,133235,145196,165740,187126,203718,33277,46944,55481,65649,73829,80372
G4500090,US45009,South Carolina,Bamberg County,15950,18118,16902,16658,15987,13311,4265,5624,5587,6123,6048,5394
G4500110,US45011,South Carolina,Barnwell County,17176,19868,20293,23478,22621,20589,4870,6471,7100,9021,8937,8460
G4500130,US45013,South Carolina,Beaufort County,51136,65364,86425,120937,162233,187117,11973,20112,30712,45532,64945,76373
G4500150,US45015,South Carolina,Berkeley County,56199,94727,128776,142651,177843,229861,14540,28940,42386,49922,65419,85539
G4500170,US45017,South Carolina,Calhoun County,10780,12206,12753,15185,15175,14119,2961,3911,4487,5917,6080,5986
G4500190,US45019,South Carolina,Charleston County,247650,276974,295039,309969,350209,408235,68103,90570,107069,123326,144309,173572
G4500210,US45021,South Carolina,Cherokee County,36791,40983,44506,52537,55342,56216,10881,13687,16456,20495,21519,22349
G4500230,US45023,South Carolina,Chester County,29811,30148,32170,34068,33140,32294,8626,9976,11448,12880,12876,12928
G4500250,US45025,South Carolina,Chesterfield County,33667,38161,38577,42768,46734,43273,9584,12848,14047,16557,18173,17538
G4500270,US45027,South Carolina,Clarendon County,25604,27464,28450,32502,34971,31144,6401,8369,9544,11812,13132,12610
G4500290,US45029,South Carolina,Colleton County,27622,31776,34377,38264,38892,38604,7776,10334,12040,14470,15131,15808
G4500310,US45031,South Carolina,Darlington County,53442,62717,61851,67394,68681,62905,14996,20060,21999,25793,26531,25649
G4500330,US45033,South Carolina,Dillon County,28838,31083,29114,30722,32062,28292,7494,9338,9887,11199,11923,11195
G4500350,US45035,South Carolina,Dorchester County,32276,58761,83060,96413,136555,161540,8773,18365,28213,34709,50259,60242
G4500370,US45037,South Carolina,Edgefield County,15692,17528,18375,24595,26985,25657,4214,5536,6424,8270,9348,9634
G4500390,US45039,South Carolina,Fairfield County,19999,20700,22295,23454,23956,20948,5226,6355,7467,8774,9419,9157
G4500410,US45041,South Carolina,Florence County,89636,110163,114344,125761,136885,137059,25220,35705,40217,47147,52653,54627
G4500430,US45043,South Carolina,Georgetown County,33500,42461,46302,55797,60158,63404,8762,13333,16275,21659,24524,27231
G4500450,US45045,South Carolina,Greenville County,240546,287913,320167,379616,451225,525534,74191,101579,122878,149556,176531,209082
G4500470,US45047,South Carolina,Greenwood County,49686,57847,59567,66271,69661,69351,15415,20308,22730,25729,27547,28123
G4500490,US45049,South Carolina,Hampton County,15878,18159,18191,21386,21090,18561,4533,5946,6322,7444,7598,7183
G4500510,US45051,South Carolina,Horry County,69992,101419,144053,196629,269291,351029,20041,34798,55764,81800,112225,150221
G4500530,US45053,South Carolina,Jasper County,11885,14504,15487,20678,24777,28791,3282,4563,5298,7042,8517,11272
G4500550,US45055,South Carolina,Kershaw County,34727,39015,43599,52647,61697,65403,9990,13131,15810,20188,23928,25957
G4500570,US45057,South Carolina,Lancaster County,43328,53361,54516,61351,76652,96016,12609,17820,19778,23178,29697,37903
G4500590,US45059,South Carolina,Laurens County,49713,52214,58092,69567,66537,67539,14051,17001,20660,26290,25525,26691
G4500610,US45061,South Carolina,Lee County,18323,18929,18437,20119,19220,16531,4622,5599,6054,6886,6797,6536
G4500630,US45063,South Carolina,Lexington County,89012,140353,167611,216014,262391,293991,26258,47617,61633,83240,102733,116720
G4500650,US45065,South Carolina,McCormick County,7955,7797,8868,9958,10233,9526,2042,2400,2731,3558,4027,4080
G4500670,US45067,South Carolina,Marion County,30270,34179,33899,35466,33062,29183,8413,10757,11766,13301,13058,12272
G4500690,US45069,South Carolina,Marlboro County,27151,31634,29361,28818,28933,26667,7450,9820,10163,10478,10383,10241
G4500710,US45071,South Carolina,Newberry County,29273,31242,33172,36108,37508,37719,8884,10901,12314,14026,14709,15039
G4500730,US45073,South Carolina,Oconee County,40728,48611,57494,66215,74273,78607,12764,17373,22358,27283,30676,33241
G4500750,US45075,South Carolina,Orangeburg County,69789,82276,84803,91582,92501,84223,18848,25643,28909,34118,35788,33825
G4500770,US45077,South Carolina,Pickens County,58956,79292,93894,110757,119224,131404,17274,25986,33422,41306,45228,50364
G4500790,US45079,South Carolina,Richland County,233868,269735,285720,320677,384504,416147,59922,85461,101590,120101,145194,165679
G4500810,US45081,South Carolina,Saluda County,14528,16150,16357,19181,19875,18862,4145,5272,5824,7127,7527,7549
G4500830,US45083,South Carolina,Spartanburg County,173724,201861,226800,253791,284307,327997,53172,69934,84503,97735,109246,125836
G4500850,US45085,South Carolina,Sumter County,79425,88243,102637,104646,107456,105556,20977,27268,32723,37728,40398,41904
G4500870,US45087,South Carolina,Union County,29230,30751,30337,29881,28961,27244,8745,10562,11407,12087,11974,11622
G4500890,US45089,South Carolina,Williamsburg County,34243,38226,36815,37217,34423,31026,8535,11300,12108,13714,13007,12547
G4500910,US45091,South Carolina,York County,85216,106720,131497,164614,226073,282090,24177,34861,47006,61051,85864,107812
G4600030,US46003,South Dakota,Aurora County,4183,3628,3135,3058,2710,2747,1273,1244,1146,1165,1102,1096
G4600050,US46005,South Dakota,Beadle County,20877,19195,18253,17023,17398,19149,6643,7337,7341,7210,7276,7369
G4600070,US46007,South Dakota,Bennett County,3088,3044,3206,3574,3431,3381,868,960,1030,1123,1090,1085
G4600090,US46009,South Dakota,Bon Homme County,8577,8059,7089,7260,7070,7003,2634,2859,2647,2635,2457,2378
G4600110,US46011,South Dakota,Brookings County,22158,24332,25207,28220,31965,34375,6276,8033,8910,10665,12029,13120
G4600130,US46013,South Dakota,Brown County,36920,36962,35580,35460,36531,38301,11214,13357,13867,14638,15489,16130
G4600150,US46015,South Dakota,Brule County,5870,5245,5485,5364,5255,5247,1802,1877,1996,1998,2136,2024
G4600170,US46017,South Dakota,Buffalo County,1739,1795,1759,2032,1912,1948,411,445,446,526,532,497
G4600190,US46019,South Dakota,Butte County,7825,8372,7914,9094,10110,10243,2511,3048,3033,3516,4160,4196
G4600210,US46021,South Dakota,Campbell County,2866,2243,1965,1782,1466,1377,845,804,767,725,694,640
G4600230,US46023,South Dakota,Charles Mix County,9994,9680,9131,9350,9129,9373,3015,3229,3232,3343,3249,3050
G4600250,US46025,South Dakota,Clark County,5515,4894,4403,4143,3691,3837,1864,1856,1700,1598,1445,1361
G4600270,US46027,South Dakota,Clay County,12923,13689,13186,13537,13864,14967,3629,4425,4433,4878,5110,5564
G4600290,US46029,South Dakota,Codington County,19140,20885,22698,25897,27227,28325,6067,7675,8739,10357,11432,12026
G4600310,US46031,South Dakota,Corson County,4994,5196,4195,4181,4050,3902,1280,1449,1303,1271,1260,1196
G4600330,US46033,South Dakota,Custer County,4698,6000,6179,7275,8216,8318,1568,2104,2352,2970,3636,3794
G4600350,US46035,South Dakota,Davison County,17319,17820,17503,18741,19504,19956,5447,6656,6948,7585,8296,8581
G4600370,US46037,South Dakota,Day County,8713,8133,6978,6267,5710,5449,2774,2980,2732,2586,2504,2370
G4600390,US46039,South Dakota,Deuel County,5686,5289,4522,4498,4364,4295,1822,1872,1767,1843,1819,1786
G4600410,US46041,South Dakota,Dewey County,5170,5366,5523,5972,5301,5239,1325,1531,1721,1863,1730,1705
G4600430,US46043,South Dakota,Douglas County,4569,4181,3746,3458,3002,2835,1383,1425,1352,1321,1210,1134
G4600450,US46045,South Dakota,Edmunds County,5548,5159,4356,4367,4071,3986,1656,1772,1669,1681,1607,1546
G4600470,US46047,South Dakota,Fall River County,7505,8439,7353,7453,7094,6973,2348,3024,2864,3127,3272,3226
G4600490,US46049,South Dakota,Faulk County,3893,3327,2744,2640,2364,2125,1183,1205,1057,1014,869,761
G4600510,US46051,South Dakota,Grant County,9005,9013,8372,7847,7356,7556,2752,3174,3154,3116,3089,3103
G4600530,US46053,South Dakota,Gregory County,6710,6015,5359,4792,4271,3994,2195,2234,2139,2022,1936,1721
G4600550,US46055,South Dakota,Haakon County,2802,2794,2624,2196,1937,1872,861,967,926,870,850,773
G4600570,US46057,South Dakota,Hamlin County,5172,5261,4974,5540,5903,6164,1652,1887,1854,2048,2108,2155
G4600590,US46059,South Dakota,Hand County,5883,4948,4272,3741,3431,3145,1777,1768,1625,1543,1494,1348
G4600610,US46061,South Dakota,Hanson County,3781,3415,2994,3139,3331,3461,1134,1143,1072,1115,1045,1146
G4600630,US46063,South Dakota,Harding County,1855,1700,1669,1353,1255,1311,547,582,592,525,539,537
G4600650,US46065,South Dakota,Hughes County,11632,14220,14817,16481,17022,17765,3543,5180,5780,6512,7066,7240
G4600670,US46067,South Dakota,Hutchinson County,10379,9350,8262,8075,7343,7427,3302,3415,3221,3190,2930,2797
G4600690,US46069,South Dakota,Hyde County,2515,2069,1696,1671,1420,1262,759,734,680,679,600,522
G4600710,US46071,South Dakota,Jackson County,1531,3437,2811,2930,3031,2806,515,984,903,945,996,887
G4600730,US46073,South Dakota,Jerauld County,3310,2929,2425,2295,2071,1663,1093,1079,966,987,870,747
G4600750,US46075,South Dakota,Jones County,1882,1463,1324,1193,1006,917,603,554,519,509,458,399
G4600770,US46077,South Dakota,Kingsbury County,7657,6679,5925,5815,5148,5187,2477,2526,2357,2406,2222,2191
G4600790,US46079,South Dakota,Lake County,11456,10724,10550,11276,11200,11059,3531,3938,4030,4372,4483,4576
G4600810,US46081,South Dakota,Lawrence County,17453,18339,20655,21802,24097,25768,5391,6738,7926,8881,10536,11444
G4600830,US46083,South Dakota,Lincoln County,11761,13942,15427,24131,44828,65161,3770,4785,5461,8782,16649,24877
G4600850,US46085,South Dakota,Lyman County,4060,3864,3638,3895,3755,3718,1202,1251,1268,1400,1392,1303
G4600870,US46087,South Dakota,McCook County,7246,6444,5688,5832,5618,5682,2223,2262,2145,2204,2168,2159
G4600890,US46089,South Dakota,McPherson County,5022,4027,3228,2904,2459,2411,1562,1521,1332,1227,1025,940
G4600910,US46091,South Dakota,Marshall County,5965,5404,4844,4576,4656,4306,1880,1967,1919,1844,1815,1702
G4600930,US46093,South Dakota,Meade County,16618,20717,21878,24253,25434,29852,4170,6364,7084,8805,9903,11365
G4600950,US46095,South Dakota,Mellette County,2420,2249,2137,2083,2048,1918,664,685,681,694,693,651
G4600970,US46097,South Dakota,Miner County,4454,3739,3272,2884,2389,2298,1408,1382,1276,1212,1032,943
G4600990,US46099,South Dakota,Minnehaha County,95209,109435,123809,148281,169468,197214,28957,40054,47681,57996,67028,78715
G4601010,US46101,South Dakota,Moody County,7622,6692,6507,6595,6486,6336,2214,2385,2398,2526,2554,2474
G4601020,US46102,South Dakota,Oglala Lakota County,,,,,,13672,,,,,,3208
G4601030,US46103,South Dakota,Pennington County,59349,70361,81343,88565,100948,109222,18116,25160,30553,34641,41251,44909
G4601050,US46105,South Dakota,Perkins County,4769,4700,3932,3363,2982,2835,1502,1750,1586,1429,1291,1257
G4601070,US46107,South Dakota,Potter County,4449,3674,3190,2693,2329,2472,1308,1318,1249,1145,1062,1127
G4601090,US46109,South Dakota,Roberts County,11678,10911,9914,10016,10149,10280,3455,3702,3619,3683,3823,3844
G4601110,US46111,South Dakota,Sanborn County,3697,3213,2833,2675,2355,2330,1153,1157,1059,1043,975,936
G4601150,US46115,South Dakota,Spink County,10595,9201,7981,7454,6415,6361,3099,3234,3022,2847,2608,2520
G4601170,US46117,South Dakota,Stanley County,2457,2533,2453,2772,2966,2980,729,862,921,1111,1228,1244
G4601190,US46119,South Dakota,Sully County,2362,1990,1589,1556,1373,1446,698,684,621,630,610,635
G4601210,US46121,South Dakota,Todd County,6606,7328,8352,9050,9612,9319,1481,1877,2210,2462,2780,2570
G4601230,US46123,South Dakota,Tripp County,8171,7268,6924,6430,5644,5624,2493,2562,2573,2550,2419,2233
G4601250,US46125,South Dakota,Turner County,9872,9255,8576,8849,8347,8673,3315,3479,3332,3510,3452,3467
G4601270,US46127,South Dakota,Union County,9643,10938,10189,12584,14399,16811,3144,3928,3859,4927,5756,6822
G4601290,US46129,South Dakota,Walworth County,7842,7011,6087,5974,5438,5315,2411,2554,2447,2506,2392,2271
G4601350,US46135,South Dakota,Yankton County,19039,18952,19252,21652,22438,23310,5352,6624,7107,8187,8770,9435
G4601370,US46137,South Dakota,Ziebach County,2221,2308,2220,2519,2801,2413,523,600,630,741,836,732
G4700010,US47001,Tennessee,Anderson County,60300,67346,68250,71330,75129,77123,19131,24616,27384,29780,31253,31993
G4700030,US47003,Tennessee,Bedford County,25039,27916,30411,37586,45058,50237,8214,9943,11608,13905,16530,18350
G4700050,US47005,Tennessee,Benton County,12126,14901,14524,16537,16489,15864,4094,5577,5784,6863,7063,6881
G4700070,US47007,Tennessee,Bledsoe County,7643,9478,9669,12367,12876,14913,2168,2979,3261,4430,4697,5039
G4700090,US47009,Tennessee,Blount County,63744,77770,85969,105823,123010,135280,20341,28177,33624,42667,49265,54720
G4700110,US47011,Tennessee,Bradley County,50686,67547,73712,87965,98963,108620,15571,23026,27604,34281,37947,41847
G4700130,US47013,Tennessee,Campbell County,26045,34923,35079,39854,40716,39272,8048,12087,13150,16125,16354,16324
G4700150,US47015,Tennessee,Cannon County,8467,10234,10467,12826,13801,14506,2835,3625,3980,4998,5472,5856
G4700170,US47017,Tennessee,Carroll County,25741,28285,27514,29475,28522,28440,8665,10321,10727,11779,11507,11446
G4700190,US47019,Tennessee,Carter County,42575,50205,51505,56742,57424,56356,13320,17868,20189,23486,24197,24317
G4700210,US47021,Tennessee,Cheatham County,13199,21616,27140,35912,39105,41072,3938,7063,9515,12878,14520,15706
G4700230,US47023,Tennessee,Chester County,9927,12727,12819,15540,17131,17341,3037,4210,4558,5660,6208,6503
G4700250,US47025,Tennessee,Claiborne County,19420,24595,26137,29862,32213,32043,5845,8295,9629,11799,12853,13198
G4700270,US47027,Tennessee,Clay County,6624,7676,7238,7976,7861,7581,2132,2731,2855,3379,3358,3264
G4700290,US47029,Tennessee,Cocke County,25283,28792,29141,33565,35662,35999,7600,10154,11191,13762,14788,15246
G4700310,US47031,Tennessee,Coffee County,32572,38311,40339,48014,52796,57889,10168,13649,15500,18885,20926,22842
G4700330,US47033,Tennessee,Crockett County,14402,14941,13378,14532,14586,13911,4646,5380,5183,5632,5709,5565
G4700350,US47035,Tennessee,Cumberland County,20733,28676,34736,46802,56053,61145,6197,9887,13426,19508,23791,26933
G4700370,US47037,Tennessee,Davidson County,448003,477811,510784,569891,626681,715884,140409,177737,207530,237405,259499,301236
G4700390,US47039,Tennessee,Decatur County,9457,10857,10472,11731,11757,11435,3204,4081,4216,4908,4927,4894
G4700410,US47041,Tennessee,DeKalb County,11151,13589,14360,17423,18723,20080,3752,4956,5696,6984,7420,8061
G4700430,US47043,Tennessee,Dickson County,21977,30037,35061,43156,49666,54315,7021,10468,13019,16473,19107,21154
G4700450,US47045,Tennessee,Dyer County,30427,34663,34854,37279,38335,36801,10050,12696,13617,14751,15183,14787
G4700470,US47047,Tennessee,Fayette County,22692,25305,25559,28806,38413,41990,5563,7431,8453,10467,14505,16625
G4700490,US47049,Tennessee,Fentress County,12593,14826,14669,16625,17959,18489,3638,5027,5511,6693,7250,7673
G4700510,US47051,Tennessee,Franklin County,27244,31983,34725,39270,41052,42774,8173,10792,12660,15003,16011,16814
G4700530,US47053,Tennessee,Gibson County,47871,49467,46315,48152,49683,50429,15893,18202,18361,19518,19690,20130
G4700550,US47055,Tennessee,Giles County,22138,24625,25741,29447,29485,30346,7173,8825,9832,11713,11875,12327
G4700570,US47057,Tennessee,Grainger County,13948,16751,17095,20659,22657,23527,4208,5694,6394,8270,9029,9663
G4700590,US47059,Tennessee,Greene County,47630,54422,55853,62909,68831,70152,14687,19157,21482,25756,28018,28738
G4700610,US47061,Tennessee,Grundy County,10631,13787,13362,14332,13703,13529,3175,4510,4784,5562,5405,5405
G4700630,US47063,Tennessee,Hamblen County,38696,49300,50480,58128,62544,64499,11980,17257,19429,23211,24560,25265
G4700650,US47065,Tennessee,Hamilton County,254236,287740,285536,307896,336463,366207,82277,103319,111799,124444,136682,148758
G4700670,US47067,Tennessee,Hancock County,6719,6887,6739,6786,6819,6662,2015,2351,2484,2769,2825,2827
G4700690,US47069,Tennessee,Hardeman County,22435,23873,23377,28105,27253,25462,5794,7623,8276,9412,9301,9174
G4700710,US47071,Tennessee,Hardin County,18212,22280,22633,25578,26026,26831,5761,7970,8726,10426,10643,11244
G4700730,US47073,Tennessee,Hawkins County,33726,43751,44565,53563,56833,56721,10243,15288,17167,21936,23343,23669
G4700750,US47075,Tennessee,Haywood County,19596,20318,19437,19797,18787,17864,5459,6513,7014,7558,7459,7424
G4700770,US47077,Tennessee,Henderson County,17291,21390,21844,25522,27769,27842,5650,7686,8527,10306,11224,11392
G4700790,US47079,Tennessee,Henry County,23749,28656,27888,31115,32330,32199,8238,10914,11362,13019,13604,13742
G4700810,US47081,Tennessee,Hickman County,12096,15151,16754,22295,24690,24925,3872,5094,5976,8081,8976,9237
G4700830,US47083,Tennessee,Houston County,5845,6871,7018,8088,8426,8283,1850,2410,2683,3216,3349,3311
G4700850,US47085,Tennessee,Humphreys County,13560,15957,15795,17929,18538,18990,4260,5634,6063,7238,7454,7599
G4700870,US47087,Tennessee,Jackson County,8141,9398,9297,10984,11638,11617,2619,3363,3642,4466,4789,4907
G4700890,US47089,Tennessee,Jefferson County,24940,31284,33016,44294,51407,54683,7497,10623,12329,17155,19864,21461
G4700910,US47091,Tennessee,Johnson County,11569,13745,13766,17499,18244,17948,3666,4840,5406,6827,7195,7205
G4700930,US47093,Tennessee,Knox County,276293,319694,335749,382032,432226,478971,87365,117951,133639,157872,177249,195165
G4700950,US47095,Tennessee,Lake County,7896,7455,7129,7954,7832,7005,2382,2575,2418,2410,2270,2176
G4700970,US47097,Tennessee,Lauderdale County,20271,24555,23491,27101,27815,25143,6143,8281,8423,9567,9795,9583
G4700990,US47099,Tennessee,Lawrence County,29097,34110,35303,39926,41869,44159,9050,11867,13338,15480,16275,17075
G4701010,US47101,Tennessee,Lewis County,6761,9700,9247,11367,12161,12582,2191,3055,3533,4381,4781,5073
G4701030,US47103,Tennessee,Lincoln County,24318,26483,28157,31340,33361,35319,7790,9533,10881,12503,13382,14395
G4701050,US47105,Tennessee,Loudon County,24266,28553,31255,39086,48556,54886,7825,10289,12155,15944,19826,22698
G4701070,US47107,Tennessee,McMinn County,35462,41878,42383,49015,52266,53276,11155,14727,16351,19721,20865,21340
G4701090,US47109,Tennessee,McNairy County,18369,22525,22422,24653,26075,25866,5985,8179,8834,9980,10326,10716
G4701110,US47111,Tennessee,Macon County,12315,15700,15906,20386,22248,25216,4069,5645,6159,7916,8561,9679
G4701130,US47113,Tennessee,Madison County,65727,74546,77982,91837,98294,98823,20542,26713,29609,35552,38073,39515
G4701150,US47115,Tennessee,Marion County,20577,24416,24860,27776,28237,28837,6134,8270,9215,11037,11403,11786
G4701170,US47117,Tennessee,Marshall County,17319,19698,21539,26767,30617,34318,5653,7144,8268,10307,11850,13279
G4701190,US47119,Tennessee,Maury County,43376,51095,54812,69498,80956,100974,13645,18180,20608,26444,31663,39987
G4701210,US47121,Tennessee,Meigs County,5219,7431,8033,11086,11753,12758,1567,2520,2996,4304,4686,5058
G4701230,US47123,Tennessee,Monroe County,23475,28700,30541,38961,44519,46250,6971,9637,11363,15329,17711,18746
G4701250,US47125,Tennessee,Montgomery County,62721,83342,100498,134768,172331,220069,16829,27198,34345,48330,63673,79841
G4701270,US47127,Tennessee,Moore County,3568,4510,4721,5740,6362,6461,1149,1534,1734,2211,2492,2590
G4701290,US47129,Tennessee,Morgan County,13619,16604,17300,19757,21987,21035,3796,5389,5841,6990,7692,7457
G4701310,US47131,Tennessee,Obion County,29936,32781,31717,32450,31807,30787,10312,12079,12412,13182,13077,12928
G4701330,US47133,Tennessee,Overton County,14866,17575,17636,20118,22083,22511,4625,6122,6734,8110,8820,9147
G4701350,US47135,Tennessee,Perry County,5238,6111,6612,7631,7915,8366,1802,2240,2512,3023,3160,3413
G4701370,US47137,Tennessee,Pickett County,3774,4358,4548,4945,5077,5001,1182,1542,1786,2091,2177,2192
G4701390,US47139,Tennessee,Polk County,11669,13602,13643,16050,16825,17544,3588,4607,5092,6448,6653,7160
G4701410,US47141,Tennessee,Putnam County,35487,47690,51373,62315,72321,79854,11047,16706,19753,24865,28930,32125
G4701430,US47143,Tennessee,Rhea County,17202,24235,24344,28400,31809,32870,5331,8285,9185,11184,12276,13082
G4701450,US47145,Tennessee,Roane County,38881,48425,47227,51910,54181,53404,12103,17078,18453,21200,22376,22322
G4701470,US47147,Tennessee,Robertson County,29102,37021,41494,54433,66283,72803,9071,12532,14801,19906,24197,26885
G4701490,US47149,Tennessee,Rutherford County,59428,84058,118570,182023,262604,341486,17386,28002,42118,66443,96232,124465
G4701510,US47151,Tennessee,Scott County,14762,19259,18358,21127,22228,21850,4233,6200,6534,8203,8671,8625
G4701530,US47153,Tennessee,Sequatchie County,6331,8605,8863,11370,14112,15826,1880,2891,3287,4463,5519,6190
G4701550,US47155,Tennessee,Sevier County,28241,41418,51043,71170,89889,98380,8893,14741,19520,28467,35343,39520
G4701570,US47157,Tennessee,Shelby County,722014,777113,826330,897472,927644,929744,213527,269186,303571,338366,350971,364625
G4701590,US47159,Tennessee,Smith County,12509,14935,14143,17712,19166,19904,4148,5392,5358,6878,7410,7663
